tipo_producto,canal,precio,costo,margen,margen_pct,competencia,demanda,tendencia,estacionalidad,score_latente,exito,rating_conexion,comentario,sentiment_score,conexion_score,conexion_alta
fisico,retail,80.31,44.4,35.91,44.71,4,51,31,baja,29.15,0,2,La experiencia no fue lo que esperaba,-0.5,11.5,0
servicio,presencial,186.21,76.1,110.11,59.13,9,82,29,media,38.61,0,1,La experiencia no fue lo que esperaba,-0.5,6.5,0
digital,web_saas,105.14,42.82,62.32,59.27,7,22,38,baja,11.83,0,5,La experiencia no fue lo que esperaba,-0.5,30.5,0
digital,app_store,157.59,82.65,74.94,47.55,2,64,93,alta,49.28,1,9,La experiencia fue muy positiva,0.5,73.5,1
digital,app_store,115.14,67.9,47.24,41.03,4,88,99,media,63.02,1,7,Me identifico con la marca,0.5,59.5,0
digital,marketplace,162.86,112.28,50.58,31.06,9,51,67,media,35.45,0,3,Probablemente no lo volvería a usar,0.0,24.0,0
digital,app_store,105.08,53.0,52.08,49.56,4,90,20,alta,48.42,1,8,Lo volvería a elegir,0.5,66.5,1
servicio,presencial,119.83,49.22,70.61,58.93,9,51,63,media,32.2,0,4,No me convence del todo,-0.5,27.5,0
servicio,presencial,242.29,124.93,117.36,48.44,8,74,87,alta,39.72,0,6,No conecté con este producto,-0.5,41.5,0
digital,app_store,157.66,75.43,82.23,52.16,6,45,73,media,38.73,0,3,No me convence del todo,-0.5,16.5,0
servicio,hibrido,215.91,113.85,102.06,47.27,7,69,70,alta,50.14,1,9,Me identifico con la marca,0.5,77.5,1
fisico,retail,105.54,44.09,61.45,58.22,4,12,43,media,27.46,0,3,Probablemente no lo volvería a usar,0.0,26.0,0
digital,marketplace,148.7,101.06,47.64,32.04,1,96,68,alta,58.56,1,7,La experiencia fue muy positiva,0.5,59.5,0
fisico,super,91.99,52.18,39.81,43.28,10,42,42,media,28.84,0,2,No me convence del todo,-0.5,11.5,0
digital,app_store,96.94,40.84,56.1,57.87,10,85,92,alta,52.87,1,8,Me encanta este producto,0.5,66.5,1
digital,marketplace,151.28,77.62,73.66,48.69,3,69,62,baja,46.18,1,7,Me identifico con la marca,0.5,59.5,0
servicio,online,145.55,89.22,56.33,38.7,8,20,73,alta,27.28,0,1,Probablemente no lo volvería a usar,0.0,14.0,0
digital,web_saas,98.98,63.16,35.82,36.19,4,59,71,media,50.75,1,10,Lo volvería a elegir,0.5,80.5,1
servicio,online,143.43,96.1,47.33,33.0,8,58,28,alta,32.02,0,3,La experiencia no fue lo que esperaba,-0.5,20.5,0
fisico,super,85.81,56.45,29.36,34.22,9,37,84,media,39.94,0,5,La experiencia no fue lo que esperaba,-0.5,32.5,0
servicio,online,308.46,132.76,175.7,56.96,9,60,41,media,23.2,0,2,No conecté con este producto,-0.5,13.5,0
digital,web_saas,167.72,90.0,77.72,46.34,6,82,70,media,51.28,1,8,La experiencia fue muy positiva,0.5,66.5,1
digital,marketplace,131.03,67.29,63.74,48.65,10,14,33,media,20.81,0,3,La experiencia no fue lo que esperaba,-0.5,16.5,0
fisico,super,116.7,73.61,43.09,36.92,3,42,94,media,44.69,1,8,Se siente muy bien usarlo,0.5,68.5,1
digital,app_store,156.58,105.12,51.46,32.86,4,54,76,media,43.48,1,9,La experiencia fue muy positiva,0.5,73.5,1
fisico,super,71.06,49.52,21.54,30.31,6,72,69,media,44.29,1,9,Se siente muy bien usarlo,0.5,75.5,1
servicio,presencial,242.52,108.0,134.52,55.47,10,44,92,baja,31.62,0,2,No me convence del todo,-0.5,13.5,0
fisico,tienda_de_conveniencia,80.29,48.43,31.86,39.68,10,59,26,media,27.67,0,6,La experiencia no fue lo que esperaba,-0.5,39.5,0
digital,web_saas,226.66,109.96,116.7,51.49,10,49,93,alta,30.35,0,4,No me sentí identificado,-0.5,23.5,0
digital,web_saas,184.23,122.86,61.37,33.31,9,94,80,media,53.32,1,8,Me identifico con la marca,0.5,66.5,1
servicio,hibrido,159.06,76.0,83.06,52.22,5,84,85,alta,58.47,1,8,Se siente muy bien usarlo,0.5,70.5,1
fisico,tienda_de_conveniencia,59.44,39.28,20.16,33.92,10,24,63,baja,36.43,0,5,La experiencia no fue lo que esperaba,-0.5,32.5,0
fisico,ecommerce,67.0,36.75,30.25,45.15,1,22,65,media,48.35,1,9,Me identifico con la marca,0.5,75.5,1
fisico,tienda_de_conveniencia,51.33,32.01,19.32,37.64,5,98,46,alta,55.51,1,9,Me encanta este producto,0.5,75.5,1
digital,web_saas,168.05,68.87,99.18,59.02,1,99,47,media,48.74,1,8,Lo volvería a elegir,0.5,66.5,1
fisico,retail,72.51,35.79,36.72,50.64,4,25,58,baja,41.98,1,8,Me identifico con la marca,0.5,68.5,1
digital,web_saas,149.82,101.76,48.06,32.08,2,98,69,media,42.05,1,7,Se siente muy bien usarlo,0.5,59.5,0
fisico,retail,100.38,59.58,40.8,40.65,7,19,38,alta,36.08,0,1,No conecté con este producto,-0.5,4.5,0
digital,web_saas,155.96,84.16,71.8,46.04,1,19,45,media,38.31,0,4,La experiencia no fue lo que esperaba,-0.5,23.5,0
servicio,online,168.47,105.44,63.03,37.41,1,40,40,alta,35.48,0,4,No conecté con este producto,-0.5,27.5,0
servicio,presencial,205.51,112.14,93.37,45.43,3,99,46,media,44.0,1,7,Se siente muy bien usarlo,0.5,63.5,1
servicio,online,217.58,92.53,125.05,57.47,7,47,64,media,25.83,0,1,No me sentí identificado,-0.5,6.5,0
fisico,ecommerce,48.94,22.02,26.92,55.01,3,75,45,alta,61.74,1,8,Se siente muy bien usarlo,0.5,68.5,1
digital,web_saas,138.05,94.18,43.87,31.78,5,93,99,alta,54.4,1,7,Lo volvería a elegir,0.5,59.5,0
fisico,ecommerce,85.12,44.2,40.92,48.07,8,50,47,alta,36.56,0,2,Probablemente no lo volvería a usar,0.0,19.0,0
fisico,tienda_de_conveniencia,66.92,34.38,32.54,48.63,9,65,62,alta,49.04,1,7,Me encanta este producto,0.5,61.5,1
servicio,presencial,215.81,119.56,96.25,44.6,3,65,85,media,53.38,1,10,Me identifico con la marca,0.5,84.5,1
fisico,retail,92.64,56.46,36.18,39.05,7,44,50,alta,33.99,0,6,No conecté con este producto,-0.5,39.5,0
servicio,presencial,343.79,144.04,199.75,58.1,2,84,45,alta,31.01,0,3,No me sentí identificado,-0.5,20.5,0
digital,app_store,217.11,120.68,96.43,44.42,7,85,95,media,49.87,1,10,Me encanta este producto,0.5,80.5,1
fisico,retail,56.75,32.87,23.88,42.08,9,47,52,media,51.35,1,9,La experiencia fue muy positiva,0.5,75.5,1
servicio,online,232.77,118.1,114.67,49.26,3,26,72,media,26.44,0,3,No conecté con este producto,-0.5,20.5,0
servicio,online,256.31,112.88,143.43,55.96,7,29,85,media,39.86,0,6,La experiencia no fue lo que esperaba,-0.5,41.5,0
fisico,ecommerce,92.62,52.98,39.64,42.8,7,66,48,baja,37.3,0,5,No me sentí identificado,-0.5,32.5,0
servicio,presencial,203.44,92.0,111.44,54.78,5,16,50,alta,19.44,0,2,La experiencia no fue lo que esperaba,-0.5,13.5,0
digital,web_saas,116.57,55.21,61.36,52.64,1,73,78,media,59.39,1,9,Me encanta este producto,0.5,73.5,1
fisico,super,72.09,45.78,26.31,36.5,6,80,35,media,44.07,1,9,Lo volvería a elegir,0.5,75.5,1
digital,web_saas,159.21,91.34,67.87,42.63,4,88,21,alta,38.33,0,5,No conecté con este producto,-0.5,30.5,0
fisico,ecommerce,105.68,60.24,45.44,43.0,1,18,71,baja,45.92,1,9,La experiencia fue muy positiva,0.5,75.5,1
digital,marketplace,151.54,69.5,82.04,54.14,10,38,57,media,34.53,0,5,La experiencia no fue lo que esperaba,-0.5,30.5,0
servicio,online,221.93,93.4,128.53,57.91,9,15,87,baja,30.55,0,2,No me sentí identificado,-0.5,13.5,0
servicio,presencial,149.51,94.02,55.49,37.11,3,35,79,alta,42.73,1,9,Me encanta este producto,0.5,77.5,1
servicio,presencial,226.43,102.56,123.87,54.71,6,62,38,media,25.36,0,1,No conecté con este producto,-0.5,6.5,0
servicio,presencial,186.44,95.32,91.12,48.87,10,81,32,media,33.1,0,6,No conecté con este producto,-0.5,41.5,0
servicio,hibrido,132.71,79.97,52.74,39.74,6,78,47,baja,39.19,0,1,Probablemente no lo volvería a usar,0.0,14.0,0
servicio,online,243.9,127.51,116.39,47.72,7,35,45,media,13.48,0,5,No me convence del todo,-0.5,34.5,0
digital,web_saas,145.08,78.37,66.71,45.98,1,81,26,media,45.6,1,7,Me encanta este producto,0.5,59.5,0
fisico,tienda_de_conveniencia,98.08,46.32,51.76,52.77,1,60,93,baja,59.63,1,9,La experiencia fue muy positiva,0.5,75.5,1
fisico,retail,50.38,20.84,29.54,58.63,6,56,76,alta,57.02,1,8,Lo volvería a elegir,0.5,68.5,1
digital,app_store,132.86,69.02,63.84,48.05,10,79,30,baja,32.84,0,3,No conecté con este producto,-0.5,16.5,0
digital,app_store,169.08,104.94,64.14,37.93,8,99,51,media,44.67,1,7,Me encanta este producto,0.5,59.5,0
servicio,hibrido,116.15,74.47,41.68,35.88,7,57,84,media,49.05,1,10,Lo volvería a elegir,0.5,84.5,1
servicio,presencial,215.96,128.91,87.05,40.31,2,68,29,media,37.19,0,2,Probablemente no lo volvería a usar,0.0,21.0,0
digital,app_store,94.16,54.59,39.57,42.02,9,37,28,baja,24.22,0,1,La experiencia no fue lo que esperaba,-0.5,2.5,0
digital,web_saas,143.33,84.61,58.72,40.97,8,83,82,media,51.6,1,8,Lo volvería a elegir,0.5,66.5,1
servicio,presencial,274.88,177.37,97.51,35.47,8,47,58,baja,19.53,0,5,No conecté con este producto,-0.5,34.5,0
fisico,retail,86.81,46.03,40.78,46.98,3,65,79,alta,59.92,1,9,La experiencia fue muy positiva,0.5,75.5,1
digital,web_saas,169.5,82.57,86.93,51.29,10,67,70,alta,31.91,0,3,No conecté con este producto,-0.5,16.5,0
servicio,online,155.87,99.23,56.64,36.34,6,51,95,media,41.83,1,7,Lo volvería a elegir,0.5,63.5,1
digital,app_store,147.87,95.37,52.5,35.5,9,83,63,media,31.66,0,5,Probablemente no lo volvería a usar,0.0,38.0,0
servicio,presencial,246.28,126.23,120.05,48.75,5,86,67,alta,48.07,1,7,Lo volvería a elegir,0.5,63.5,1
servicio,hibrido,219.78,101.15,118.63,53.98,3,33,49,baja,25.03,0,3,Probablemente no lo volvería a usar,0.0,28.0,0
digital,web_saas,111.51,55.89,55.62,49.88,2,21,51,media,38.09,0,2,No me convence del todo,-0.5,9.5,0
digital,web_saas,154.63,103.5,51.13,33.07,5,86,68,media,50.96,1,8,Me encanta este producto,0.5,66.5,1
digital,web_saas,142.94,99.36,43.58,30.49,10,83,71,media,42.8,1,10,Me identifico con la marca,0.5,80.5,1
digital,marketplace,115.44,52.45,62.99,54.57,6,53,100,baja,43.56,1,9,Lo volvería a elegir,0.5,73.5,1
digital,web_saas,121.98,79.24,42.74,35.04,4,30,26,media,32.58,0,2,Probablemente no lo volvería a usar,0.0,17.0,0
digital,app_store,149.78,97.79,51.99,34.71,5,71,67,media,42.52,1,8,La experiencia fue muy positiva,0.5,66.5,1
digital,app_store,172.17,111.26,60.91,35.38,1,30,80,alta,46.63,1,8,Me identifico con la marca,0.5,66.5,1
digital,marketplace,165.8,69.94,95.86,57.82,6,20,71,baja,18.61,0,3,No me sentí identificado,-0.5,16.5,0
digital,web_saas,160.57,108.91,51.66,32.17,2,23,100,media,40.04,0,1,Probablemente no lo volvería a usar,0.0,10.0,0
digital,marketplace,209.76,110.22,99.54,47.45,2,42,73,alta,40.98,0,2,La experiencia no fue lo que esperaba,-0.5,9.5,0
digital,marketplace,150.68,79.61,71.07,47.17,6,37,94,alta,45.26,1,9,Me encanta este producto,0.5,73.5,1
servicio,presencial,196.19,80.54,115.65,58.95,7,53,67,alta,29.37,0,2,Probablemente no lo volvería a usar,0.0,21.0,0
servicio,presencial,279.51,125.95,153.56,54.94,7,59,38,media,31.38,0,2,No me sentí identificado,-0.5,13.5,0
digital,app_store,128.77,69.55,59.22,45.99,1,18,79,media,35.3,0,2,No me sentí identificado,-0.5,9.5,0
digital,marketplace,159.33,85.03,74.3,46.63,5,18,36,media,25.81,0,4,La experiencia no fue lo que esperaba,-0.5,23.5,0
digital,web_saas,186.73,91.5,95.23,51.0,4,91,83,media,52.77,1,9,Me identifico con la marca,0.5,73.5,1
fisico,tienda_de_conveniencia,79.25,33.98,45.27,57.12,9,55,37,media,31.33,0,5,La experiencia no fue lo que esperaba,-0.5,32.5,0
servicio,presencial,180.17,121.94,58.23,32.32,6,32,67,media,31.69,0,6,No conecté con este producto,-0.5,41.5,0
fisico,ecommerce,108.16,61.38,46.78,43.25,2,100,89,baja,62.85,1,9,Lo volvería a elegir,0.5,75.5,1
servicio,presencial,119.8,63.07,56.73,47.35,7,99,31,baja,43.86,1,9,Me encanta este producto,0.5,77.5,1
fisico,super,66.26,38.64,27.62,41.68,1,14,72,alta,40.55,0,6,No me convence del todo,-0.5,39.5,0
servicio,hibrido,257.02,172.91,84.11,32.73,4,23,84,baja,21.67,0,4,Probablemente no lo volvería a usar,0.0,35.0,0
fisico,ecommerce,77.31,35.84,41.47,53.64,9,51,71,media,42.47,1,7,Me identifico con la marca,0.5,61.5,1
fisico,retail,106.44,60.35,46.09,43.3,1,30,97,media,50.01,1,9,Me identifico con la marca,0.5,75.5,1
servicio,online,160.35,89.64,70.71,44.1,9,52,89,media,41.03,0,6,La experiencia no fue lo que esperaba,-0.5,41.5,0
servicio,online,136.23,78.02,58.21,42.73,9,46,68,alta,33.71,0,2,No me convence del todo,-0.5,13.5,0
servicio,hibrido,201.18,138.45,62.73,31.18,1,83,43,alta,33.71,0,5,No conecté con este producto,-0.5,34.5,0
digital,app_store,143.57,76.28,67.29,46.87,10,65,55,baja,34.92,0,2,No conecté con este producto,-0.5,9.5,0
servicio,hibrido,234.07,121.43,112.64,48.12,1,79,35,media,32.42,0,5,No me sentí identificado,-0.5,34.5,0
digital,app_store,67.13,30.91,36.22,53.96,1,43,88,baja,50.26,1,8,Se siente muy bien usarlo,0.5,66.5,1
fisico,tienda_de_conveniencia,64.55,28.45,36.1,55.93,2,83,84,alta,67.37,1,7,Me encanta este producto,0.5,61.5,1
fisico,tienda_de_conveniencia,77.53,52.44,25.09,32.36,9,41,91,alta,39.75,0,3,Probablemente no lo volvería a usar,0.0,26.0,0
servicio,online,139.49,62.94,76.55,54.88,3,46,26,media,36.62,0,2,La experiencia no fue lo que esperaba,-0.5,13.5,0
servicio,hibrido,165.32,93.5,71.82,43.44,5,45,52,baja,29.6,0,2,Probablemente no lo volvería a usar,0.0,21.0,0
digital,marketplace,131.82,90.35,41.47,31.46,7,66,40,media,34.41,0,3,No conecté con este producto,-0.5,16.5,0
servicio,hibrido,240.14,107.52,132.62,55.23,8,45,38,media,17.54,0,2,Probablemente no lo volvería a usar,0.0,21.0,0
digital,marketplace,165.42,66.31,99.11,59.91,2,42,28,baja,34.35,0,5,No me convence del todo,-0.5,30.5,0
servicio,online,168.15,73.26,94.89,56.43,7,49,63,media,35.14,0,6,Probablemente no lo volvería a usar,0.0,49.0,0
digital,marketplace,147.93,73.52,74.41,50.3,10,96,65,media,39.09,0,2,No me sentí identificado,-0.5,9.5,0
fisico,tienda_de_conveniencia,93.64,44.8,48.84,52.16,1,26,33,alta,38.95,0,4,La experiencia no fue lo que esperaba,-0.5,25.5,0
digital,web_saas,134.41,86.06,48.35,35.97,7,75,61,media,42.71,1,7,Se siente muy bien usarlo,0.5,59.5,0
digital,app_store,217.04,113.89,103.15,47.53,9,35,23,alta,26.67,0,4,Probablemente no lo volvería a usar,0.0,31.0,0
digital,web_saas,135.84,87.86,47.98,35.32,7,65,24,media,26.45,0,3,No me convence del todo,-0.5,16.5,0
servicio,presencial,271.92,176.67,95.25,35.03,8,29,80,alta,18.53,0,3,No me sentí identificado,-0.5,20.5,0
servicio,online,58.13,30.7,27.43,47.19,2,16,69,media,45.63,1,7,La experiencia fue muy positiva,0.5,63.5,1
servicio,online,259.05,124.06,134.99,52.11,5,74,69,baja,37.77,0,2,No me sentí identificado,-0.5,13.5,0
fisico,tienda_de_conveniencia,85.89,48.86,37.03,43.11,3,95,48,media,51.85,1,9,Me encanta este producto,0.5,75.5,1
servicio,presencial,159.31,73.13,86.18,54.1,6,25,42,media,19.32,0,1,No conecté con este producto,-0.5,6.5,0
digital,web_saas,153.58,102.43,51.15,33.31,9,91,52,alta,39.3,0,5,No conecté con este producto,-0.5,30.5,0
digital,app_store,188.22,79.02,109.2,58.02,2,94,61,media,50.2,1,10,La experiencia fue muy positiva,0.5,80.5,1
servicio,online,203.2,130.45,72.75,35.8,10,27,24,media,12.18,0,4,La experiencia no fue lo que esperaba,-0.5,27.5,0
servicio,online,159.83,82.45,77.38,48.41,4,79,26,media,32.52,0,1,Probablemente no lo volvería a usar,0.0,14.0,0
fisico,tienda_de_conveniencia,75.26,31.94,43.32,57.56,7,76,31,media,43.38,1,10,Me encanta este producto,0.5,82.5,1
digital,app_store,143.72,75.69,68.03,47.34,7,66,43,alta,45.37,1,9,Me identifico con la marca,0.5,73.5,1
fisico,retail,90.95,49.76,41.19,45.29,1,31,49,media,44.31,1,9,La experiencia fue muy positiva,0.5,75.5,1
fisico,super,48.16,31.59,16.57,34.41,1,88,64,media,65.71,1,10,Me encanta este producto,0.5,82.5,1
servicio,online,236.54,119.48,117.06,49.49,1,93,63,media,56.62,1,10,Me encanta este producto,0.5,84.5,1
servicio,presencial,156.01,81.05,74.96,48.05,10,55,61,alta,28.55,0,5,No me convence del todo,-0.5,34.5,0
digital,app_store,175.14,120.29,54.85,31.32,5,16,55,media,28.19,0,4,Probablemente no lo volvería a usar,0.0,31.0,0
servicio,online,268.58,137.47,131.11,48.82,9,83,99,media,42.86,1,7,Me identifico con la marca,0.5,63.5,1
digital,marketplace,149.6,62.65,86.95,58.12,10,69,21,alta,29.29,0,2,Probablemente no lo volvería a usar,0.0,17.0,0
digital,app_store,145.3,83.2,62.1,42.74,4,70,41,baja,33.2,0,5,No me convence del todo,-0.5,30.5,0
fisico,ecommerce,87.43,37.75,49.68,56.82,7,38,29,media,26.38,0,3,Probablemente no lo volvería a usar,0.0,26.0,0
servicio,online,184.4,101.12,83.28,45.16,9,88,79,media,31.99,0,1,No me convence del todo,-0.5,6.5,0
servicio,online,290.36,124.95,165.41,56.97,6,24,21,media,9.71,0,1,Probablemente no lo volvería a usar,0.0,14.0,0
digital,marketplace,115.96,81.12,34.84,30.04,2,28,20,media,32.65,0,3,Probablemente no lo volvería a usar,0.0,24.0,0
fisico,retail,75.57,38.11,37.46,49.57,1,11,40,baja,36.24,0,6,Probablemente no lo volvería a usar,0.0,47.0,0
servicio,presencial,156.29,82.62,73.67,47.14,6,69,57,media,41.83,1,7,La experiencia fue muy positiva,0.5,63.5,1
servicio,hibrido,145.06,97.03,48.03,33.11,6,61,35,alta,38.05,0,2,No me convence del todo,-0.5,13.5,0
servicio,hibrido,255.25,125.61,129.64,50.79,8,22,90,media,21.93,0,3,La experiencia no fue lo que esperaba,-0.5,20.5,0
servicio,online,184.08,86.89,97.19,52.8,4,97,56,alta,49.28,1,9,Lo volvería a elegir,0.5,77.5,1
servicio,online,129.82,54.95,74.87,57.67,5,62,38,media,46.45,1,9,Lo volvería a elegir,0.5,77.5,1
fisico,ecommerce,98.9,56.87,42.03,42.5,1,22,45,media,42.09,1,7,Se siente muy bien usarlo,0.5,61.5,1
servicio,presencial,226.56,129.85,96.71,42.69,10,59,72,alta,29.63,0,1,No conecté con este producto,-0.5,6.5,0
digital,web_saas,184.33,107.83,76.5,41.5,9,97,83,media,38.59,0,2,No me sentí identificado,-0.5,9.5,0
fisico,retail,68.72,28.73,39.99,58.19,10,17,30,alta,31.72,0,6,No me convence del todo,-0.5,39.5,0
servicio,hibrido,281.75,150.76,130.99,46.49,3,47,51,media,20.92,0,3,Probablemente no lo volvería a usar,0.0,28.0,0
digital,app_store,182.08,104.95,77.13,42.36,2,81,97,alta,62.56,1,9,Lo volvería a elegir,0.5,73.5,1
fisico,tienda_de_conveniencia,75.38,39.36,36.02,47.78,9,80,58,media,51.97,1,7,Se siente muy bien usarlo,0.5,61.5,1
servicio,presencial,241.07,117.71,123.36,51.17,1,94,50,media,47.6,1,7,Se siente muy bien usarlo,0.5,63.5,1
servicio,presencial,196.26,123.52,72.74,37.06,7,86,32,baja,31.13,0,6,La experiencia no fue lo que esperaba,-0.5,41.5,0
digital,web_saas,191.73,100.77,90.96,47.44,7,95,68,baja,48.97,1,9,Lo volvería a elegir,0.5,73.5,1
servicio,presencial,220.05,140.71,79.34,36.06,2,80,36,media,33.89,0,5,No me convence del todo,-0.5,34.5,0
fisico,retail,48.14,20.24,27.9,57.96,4,63,20,media,50.45,1,10,Se siente muy bien usarlo,0.5,82.5,1
servicio,online,261.98,106.2,155.78,59.46,7,22,64,media,25.47,0,1,Probablemente no lo volvería a usar,0.0,14.0,0
fisico,tienda_de_conveniencia,95.17,43.26,51.91,54.54,1,26,96,media,51.89,1,8,Lo volvería a elegir,0.5,68.5,1
digital,web_saas,134.47,64.82,69.65,51.8,9,80,65,baja,44.72,1,9,Me encanta este producto,0.5,73.5,1
digital,web_saas,111.42,54.75,56.67,50.86,7,64,73,media,46.34,1,7,Lo volvería a elegir,0.5,59.5,0
fisico,retail,102.6,56.24,46.36,45.19,7,50,89,media,47.23,1,7,La experiencia fue muy positiva,0.5,61.5,1
fisico,tienda_de_conveniencia,65.05,36.56,28.49,43.8,2,50,66,alta,44.13,1,10,Me encanta este producto,0.5,82.5,1
digital,web_saas,223.26,144.45,78.81,35.3,3,97,98,media,42.38,1,9,Lo volvería a elegir,0.5,73.5,1
fisico,tienda_de_conveniencia,88.58,57.78,30.8,34.77,10,77,48,alta,46.0,1,7,Me encanta este producto,0.5,61.5,1
servicio,hibrido,149.37,84.6,64.77,43.36,5,42,39,baja,31.79,0,3,No me convence del todo,-0.5,20.5,0
digital,marketplace,97.13,65.3,31.83,32.77,1,55,40,baja,39.1,0,2,La experiencia no fue lo que esperaba,-0.5,9.5,0
digital,marketplace,109.35,62.52,46.83,42.83,6,21,53,alta,29.93,0,4,La experiencia no fue lo que esperaba,-0.5,23.5,0
fisico,tienda_de_conveniencia,78.74,33.81,44.93,57.06,2,89,49,media,60.35,1,8,La experiencia fue muy positiva,0.5,68.5,1
fisico,ecommerce,57.02,30.07,26.95,47.26,1,28,81,media,42.75,1,10,Me encanta este producto,0.5,82.5,1
fisico,retail,73.69,50.7,22.99,31.2,6,99,69,media,57.6,1,7,La experiencia fue muy positiva,0.5,61.5,1
fisico,super,88.47,58.01,30.46,34.43,9,53,75,alta,49.51,1,7,Me identifico con la marca,0.5,61.5,1
digital,marketplace,146.87,78.17,68.7,46.78,5,41,49,alta,31.74,0,2,No me convence del todo,-0.5,9.5,0
servicio,online,250.46,152.19,98.27,39.24,1,29,31,alta,31.66,0,5,No me convence del todo,-0.5,34.5,0
digital,web_saas,164.61,77.43,87.18,52.96,9,35,84,alta,39.99,0,1,No me sentí identificado,-0.5,2.5,0
digital,web_saas,153.17,102.49,50.68,33.09,2,87,32,media,36.39,0,3,No conecté con este producto,-0.5,16.5,0
servicio,presencial,66.91,39.91,27.0,40.35,1,53,51,media,47.51,1,10,La experiencia fue muy positiva,0.5,84.5,1
fisico,tienda_de_conveniencia,67.92,44.88,23.04,33.92,4,15,78,media,45.07,1,8,Lo volvería a elegir,0.5,68.5,1
fisico,super,107.84,53.11,54.73,50.75,5,20,63,media,40.81,0,1,Probablemente no lo volvería a usar,0.0,12.0,0
digital,app_store,131.6,57.66,73.94,56.19,1,57,92,baja,55.18,1,8,La experiencia fue muy positiva,0.5,66.5,1
fisico,retail,85.03,53.21,31.82,37.42,7,85,91,media,47.35,1,7,Se siente muy bien usarlo,0.5,61.5,1
digital,app_store,133.02,70.5,62.52,47.0,9,36,77,baja,35.06,0,5,No me convence del todo,-0.5,30.5,0
digital,app_store,103.55,55.45,48.1,46.45,2,49,46,media,43.39,1,7,Se siente muy bien usarlo,0.5,59.5,0
fisico,tienda_de_conveniencia,76.81,32.74,44.07,57.38,4,30,33,baja,42.84,1,9,Lo volvería a elegir,0.5,75.5,1
fisico,retail,73.24,38.82,34.42,47.0,10,77,61,alta,50.68,1,8,Me identifico con la marca,0.5,68.5,1
fisico,tienda_de_conveniencia,50.12,22.35,27.77,55.41,9,16,96,alta,48.75,1,9,Me identifico con la marca,0.5,75.5,1
fisico,super,58.38,28.43,29.95,51.3,3,19,30,baja,33.87,0,1,No me sentí identificado,-0.5,4.5,0
fisico,tienda_de_conveniencia,79.74,33.6,46.14,57.86,8,20,52,media,34.77,0,5,No conecté con este producto,-0.5,32.5,0
