marca,categoria,canal,precio,costo,margen,margen_pct,competencia,demanda,tendencia,estacionalidad,rating_conexion,comentario,sentiment_score,conexion_score,conexion_alta,score_latente,exito
FitMorning,cereal,marketplace,100.03,68.03,32.0,31.99,10,55,73,baja,7,Podría mejorar,0,54.0,0,-34.23,0
KidsStar,cereal,marketplace,46.39,24.92,21.47,46.28,7,93,47,alta,7,"Está bien, cumple",0,54.0,0,26.45,1
CrunchMax,cereal,marketplace,78.16,43.38,34.78,44.5,10,69,42,media,3,Se me hizo caro,-1,11.0,0,-28.97,0
CrunchMax,cereal,retail,112.41,62.09,50.32,44.76,8,67,62,media,6,Nada extraordinario,0,47.0,0,-9.89,0
FitMorning,cereal,retail,115.85,68.48,47.37,40.89,6,53,76,media,8,Me identifico con esta marca,1,76.0,1,5.5,0
GoldenGrain,cereal,marketplace,119.61,67.41,52.2,43.64,8,60,34,alta,5,"Está bien, cumple",0,40.0,0,-0.21,0
HoneyOats,cereal,marketplace,59.67,34.65,25.02,41.93,6,70,59,media,7,Es un cereal promedio,0,54.0,0,11.49,1
KidsStar,cereal,retail,45.29,20.62,24.67,54.47,7,75,80,baja,8,Me gusta mucho esta marca,1,76.0,1,17.6,1
VitalMix,cereal,marketplace,101.58,57.13,44.45,43.76,7,85,38,alta,4,Se me hizo caro,-1,18.0,0,9.33,0
HoneyOats,cereal,marketplace,81.75,56.56,25.19,30.81,8,54,25,media,4,No me convence el producto,-1,18.0,0,-9.71,0
ChocoBoom,cereal,marketplace,52.41,29.86,22.55,43.03,6,94,46,media,7,Es un cereal promedio,0,54.0,0,31.65,1
KidsStar,cereal,retail,89.02,43.72,45.3,50.89,7,72,57,media,7,Podría mejorar,0,54.0,0,17.36,1
VitalMix,cereal,marketplace,121.08,61.15,59.93,49.5,9,64,72,baja,6,Nada extraordinario,0,47.0,0,-10.26,0
ChocoBoom,cereal,retail,107.2,70.76,36.44,33.99,7,65,58,media,6,Es un cereal promedio,0,47.0,0,1.58,0
KidsStar,cereal,retail,96.05,50.85,45.2,47.06,4,56,32,media,8,Me gusta mucho esta marca,1,76.0,1,13.64,1
CerealNova,cereal,retail,74.91,41.92,32.99,44.04,8,69,72,media,7,Solo lo compraría en promoción,0,54.0,0,8.94,0
FitMorning,cereal,retail,161.32,78.92,82.4,51.08,6,52,60,media,4,No conecté con la marca,-1,18.0,0,2.5,0
CrunchMax,cereal,retail,73.37,37.55,35.82,48.82,6,61,63,media,7,Solo lo compraría en promoción,0,54.0,0,8.1,0
KidsStar,cereal,retail,110.16,50.79,59.37,53.89,6,63,54,media,5,"Está bien, cumple",0,40.0,0,8.46,0
ChocoBoom,cereal,marketplace,49.26,31.71,17.55,35.63,9,79,52,media,7,Podría mejorar,0,54.0,0,9.31,0
ChocoBoom,cereal,retail,98.07,59.8,38.27,39.02,7,47,46,baja,6,Solo lo compraría en promoción,0,47.0,0,-1.62,0
FiberPlus,cereal,marketplace,129.53,93.86,35.67,27.54,9,53,42,alta,6,Nada extraordinario,0,47.0,0,-13.13,0
GoldenGrain,cereal,marketplace,99.12,68.44,30.68,30.95,6,71,51,media,7,Podría mejorar,0,54.0,0,1.54,0
FiberPlus,cereal,marketplace,108.34,55.67,52.67,48.62,3,57,37,baja,6,Es un cereal promedio,0,47.0,0,21.69,1
FiberPlus,cereal,marketplace,183.37,123.13,60.24,32.85,6,37,69,alta,5,Nada extraordinario,0,40.0,0,3.47,0
CrunchMax,cereal,retail,55.45,37.67,17.78,32.06,9,87,60,alta,8,Me identifico con esta marca,1,76.0,1,4.92,0
GoldenGrain,cereal,retail,94.24,61.42,32.82,34.83,6,64,52,media,6,Es un cereal promedio,0,47.0,0,-6.46,0
FitMorning,cereal,retail,85.14,39.81,45.33,53.24,7,71,55,media,5,Solo lo compraría en promoción,0,40.0,0,15.47,1
FiberPlus,cereal,marketplace,125.69,69.16,56.53,44.98,7,62,73,media,8,Se siente de buena calidad,1,76.0,1,20.79,1
CerealNova,cereal,retail,56.55,30.96,25.59,45.25,5,65,69,media,9,Me encanta el sabor y la textura,1,83.0,1,30.82,1
CornCrisp,cereal,retail,41.47,19.49,21.98,53.0,7,81,44,alta,5,Nada extraordinario,0,40.0,0,20.94,1
FiberPlus,cereal,retail,113.18,63.95,49.23,43.5,8,79,48,media,5,Es un cereal promedio,0,40.0,0,-18.9,0
FitMorning,cereal,retail,61.68,41.71,19.97,32.38,8,85,60,media,8,Excelente relación calidad-precio,1,76.0,1,4.49,0
FiberPlus,cereal,retail,109.22,70.06,39.16,35.85,7,67,62,media,6,"Está bien, cumple",0,47.0,0,6.15,0
KidsStar,cereal,retail,65.49,34.09,31.4,47.95,8,77,76,media,8,Se siente de buena calidad,1,76.0,1,17.77,1
CerealNova,cereal,retail,93.64,52.04,41.6,44.43,8,70,50,alta,5,"Está bien, cumple",0,40.0,0,6.97,0
HoneyOats,cereal,marketplace,71.66,42.83,28.83,40.23,5,82,56,baja,6,Nada extraordinario,0,47.0,0,25.77,1
CornCrisp,cereal,retail,40.42,24.41,16.01,39.61,5,58,83,baja,7,Es un cereal promedio,0,54.0,0,18.59,1
VitalMix,cereal,retail,143.43,84.91,58.52,40.8,7,66,60,alta,5,Podría mejorar,0,40.0,0,2.88,0
CrunchMax,cereal,marketplace,68.14,37.19,30.95,45.42,4,78,48,media,5,Nada extraordinario,0,40.0,0,15.87,1
CornCrisp,cereal,marketplace,58.8,42.54,16.26,27.65,7,80,43,alta,7,"Está bien, cumple",0,54.0,0,16.67,1
KidsStar,cereal,retail,86.12,50.05,36.07,41.88,7,69,52,baja,5,Podría mejorar,0,40.0,0,-0.31,0
CerealNova,cereal,retail,54.77,28.1,26.67,48.69,7,75,42,media,7,Nada extraordinario,0,54.0,0,17.9,1
FiberPlus,cereal,retail,75.71,52.72,22.99,30.37,10,80,44,media,5,Podría mejorar,0,40.0,0,-16.09,0
FitMorning,cereal,retail,113.48,78.49,34.99,30.83,8,58,68,media,5,Nada extraordinario,0,40.0,0,-7.7,0
GoldenGrain,cereal,marketplace,104.49,50.84,53.65,51.34,7,68,41,alta,4,Se me hizo caro,-1,18.0,0,5.06,0
HoneyOats,cereal,retail,35.0,18.59,16.41,46.89,6,86,52,media,8,Me identifico con esta marca,1,76.0,1,35.23,1
CrunchMax,cereal,marketplace,110.81,71.86,38.95,35.15,7,71,39,media,4,No lo volvería a comprar,-1,18.0,0,-10.08,0
GoldenGrain,cereal,retail,179.82,101.31,78.51,43.66,7,59,62,alta,6,Podría mejorar,0,47.0,0,0.34,0
VitalMix,cereal,retail,101.56,68.15,33.41,32.9,10,67,53,baja,5,Nada extraordinario,0,40.0,0,-13.18,0
CerealNova,cereal,marketplace,93.47,50.38,43.09,46.1,8,73,72,alta,7,Solo lo compraría en promoción,0,54.0,0,14.07,1
KidsStar,cereal,marketplace,83.29,40.84,42.45,50.97,6,87,64,alta,5,Nada extraordinario,0,40.0,0,28.53,1
VitalMix,cereal,retail,117.88,69.53,48.35,41.02,7,58,54,media,7,Podría mejorar,0,54.0,0,9.32,0
FitMorning,cereal,marketplace,117.93,62.42,55.51,47.07,7,67,42,alta,5,"Está bien, cumple",0,40.0,0,6.19,0
VitalMix,cereal,retail,100.48,67.76,32.72,32.56,7,67,64,baja,6,Es un cereal promedio,0,47.0,0,-3.87,0
CerealNova,cereal,retail,89.46,44.73,44.73,50.0,8,49,60,baja,6,Podría mejorar,0,47.0,0,-15.64,0
CornCrisp,cereal,retail,89.02,48.89,40.13,45.08,6,62,47,media,7,"Está bien, cumple",0,54.0,0,11.91,1
ChocoBoom,cereal,retail,63.36,40.55,22.81,36.0,8,68,46,media,8,Me encanta el sabor y la textura,1,76.0,1,3.64,0
KidsStar,cereal,retail,78.03,49.4,28.63,36.69,10,64,67,media,8,Se siente de buena calidad,1,76.0,1,0.51,0
HoneyOats,cereal,retail,66.13,39.3,26.83,40.57,8,81,41,media,5,Podría mejorar,0,40.0,0,-3.15,0
CornCrisp,cereal,retail,103.58,63.02,40.56,39.16,7,67,62,media,5,"Está bien, cumple",0,40.0,0,16.98,1
VitalMix,cereal,marketplace,102.42,54.53,47.89,46.76,8,52,51,baja,6,Podría mejorar,0,47.0,0,-23.72,0
ChocoBoom,cereal,retail,88.97,61.05,27.92,31.38,8,81,65,media,6,"Está bien, cumple",0,47.0,0,14.95,1
HoneyOats,cereal,retail,70.51,38.96,31.55,44.75,4,70,36,media,4,No lo volvería a comprar,-1,18.0,0,25.29,1
CornCrisp,cereal,marketplace,47.27,33.93,13.34,28.22,6,91,42,baja,5,Nada extraordinario,0,40.0,0,8.75,0
VitalMix,cereal,retail,136.44,94.76,41.68,30.55,9,70,72,media,5,Es un cereal promedio,0,40.0,0,-19.37,0
VitalMix,cereal,retail,127.82,86.88,40.94,32.03,7,52,78,media,5,Solo lo compraría en promoción,0,40.0,0,2.16,0
KidsStar,cereal,retail,101.58,46.51,55.07,54.21,5,85,50,alta,8,Me encanta el sabor y la textura,1,76.0,1,32.32,1
CerealNova,cereal,retail,94.5,45.9,48.6,51.43,5,76,75,alta,7,"Está bien, cumple",0,54.0,0,38.03,1
FitMorning,cereal,retail,90.87,60.76,30.11,33.14,9,55,42,baja,6,Solo lo compraría en promoción,0,47.0,0,-16.06,0
ChocoBoom,cereal,marketplace,100.57,63.01,37.56,37.35,9,85,56,alta,9,Se siente de buena calidad,1,83.0,1,6.39,0
CornCrisp,cereal,marketplace,80.87,56.84,24.03,29.71,5,75,48,media,8,Excelente relación calidad-precio,1,76.0,1,34.14,1
VitalMix,cereal,retail,96.13,59.38,36.75,38.23,6,68,79,media,8,Excelente relación calidad-precio,1,76.0,1,10.63,0
FitMorning,cereal,retail,75.28,38.91,36.37,48.31,7,82,56,alta,5,"Está bien, cumple",0,40.0,0,15.93,1
VitalMix,cereal,marketplace,95.55,50.05,45.5,47.62,6,56,70,baja,6,Es un cereal promedio,0,47.0,0,16.62,1
CrunchMax,cereal,marketplace,77.87,51.79,26.08,33.49,8,76,59,media,7,Es un cereal promedio,0,54.0,0,-6.85,0
CornCrisp,cereal,retail,58.48,39.19,19.29,32.99,7,75,61,baja,8,Me gusta mucho esta marca,1,76.0,1,7.53,0
FiberPlus,cereal,retail,72.8,34.77,38.03,52.24,8,65,48,media,5,Nada extraordinario,0,40.0,0,-2.58,0
KidsStar,cereal,retail,102.05,65.65,36.4,35.67,6,67,52,baja,5,Solo lo compraría en promoción,0,40.0,0,0.91,0
KidsStar,cereal,retail,85.32,57.68,27.64,32.4,8,73,59,media,7,Es un cereal promedio,0,54.0,0,0.26,0
ChocoBoom,cereal,retail,106.57,52.61,53.96,50.63,6,69,49,media,5,"Está bien, cumple",0,40.0,0,11.66,1
FitMorning,cereal,marketplace,116.81,60.52,56.29,48.19,6,52,53,media,3,No me convence el producto,-1,11.0,0,-5.21,0
CerealNova,cereal,marketplace,94.6,64.27,30.33,32.06,9,67,61,media,6,Es un cereal promedio,0,47.0,0,-2.62,0
VitalMix,cereal,marketplace,123.68,81.22,42.46,34.33,7,53,73,baja,6,Podría mejorar,0,47.0,0,4.8,0
CrunchMax,cereal,retail,67.52,39.31,28.21,41.78,9,80,54,media,7,Solo lo compraría en promoción,0,54.0,0,0.75,0
GoldenGrain,cereal,retail,118.85,78.79,40.06,33.71,7,61,61,baja,4,Se me hizo caro,-1,18.0,0,0.8,0
CerealNova,cereal,retail,56.64,36.36,20.28,35.81,6,100,60,alta,6,Podría mejorar,0,47.0,0,17.87,1
VitalMix,cereal,marketplace,100.64,71.14,29.5,29.31,8,75,65,alta,8,Me identifico con esta marca,1,76.0,1,19.01,1
HoneyOats,cereal,retail,75.87,37.75,38.12,50.24,5,74,63,alta,7,Nada extraordinario,0,54.0,0,25.25,1
CornCrisp,cereal,marketplace,94.19,51.99,42.2,44.8,5,52,80,baja,10,Me encanta el sabor y la textura,1,90.0,1,17.07,1
GoldenGrain,cereal,retail,107.38,48.74,58.64,54.61,8,68,63,alta,5,Solo lo compraría en promoción,0,40.0,0,7.04,0
FiberPlus,cereal,retail,131.84,73.63,58.21,44.15,6,49,45,media,5,Solo lo compraría en promoción,0,40.0,0,-2.89,0
CrunchMax,cereal,marketplace,97.68,68.56,29.12,29.81,5,50,51,media,8,Se siente de buena calidad,1,76.0,1,18.45,1
HoneyOats,cereal,retail,80.85,49.01,31.84,39.38,6,72,56,media,7,"Está bien, cumple",0,54.0,0,21.36,1
CrunchMax,cereal,retail,80.63,44.6,36.03,44.69,9,63,63,baja,7,"Está bien, cumple",0,54.0,0,-11.88,0
GoldenGrain,cereal,retail,100.0,57.41,42.59,42.59,8,49,55,baja,5,"Está bien, cumple",0,40.0,0,-13.38,0
VitalMix,cereal,retail,85.96,47.97,37.99,44.19,6,78,55,alta,7,Podría mejorar,0,54.0,0,17.8,1
HoneyOats,cereal,retail,93.36,55.94,37.42,40.08,7,72,58,media,5,Solo lo compraría en promoción,0,40.0,0,1.25,0
ChocoBoom,cereal,retail,93.99,56.06,37.93,40.36,6,67,74,media,8,Me identifico con esta marca,1,76.0,1,26.46,1
GoldenGrain,cereal,retail,106.92,63.04,43.88,41.04,7,70,51,media,6,Podría mejorar,0,47.0,0,17.37,1
HoneyOats,cereal,retail,73.3,43.02,30.28,41.31,7,76,69,alta,6,"Está bien, cumple",0,47.0,0,28.1,1
CrunchMax,cereal,retail,60.15,41.08,19.07,31.7,5,84,67,alta,5,Podría mejorar,0,40.0,0,27.64,1
CornCrisp,cereal,retail,93.48,53.88,39.6,42.36,8,74,62,alta,7,Nada extraordinario,0,54.0,0,9.34,0
VitalMix,cereal,marketplace,104.62,65.52,39.1,37.37,10,59,73,alta,5,Es un cereal promedio,0,40.0,0,0.47,0
KidsStar,cereal,retail,63.73,33.74,29.99,47.06,6,91,64,alta,8,Me gusta mucho esta marca,1,76.0,1,36.91,1
VitalMix,cereal,retail,103.83,60.84,42.99,41.4,7,78,70,alta,6,Podría mejorar,0,47.0,0,15.47,1
CornCrisp,cereal,marketplace,104.1,75.51,28.59,27.46,6,73,61,baja,5,Es un cereal promedio,0,40.0,0,2.74,0
CerealNova,cereal,retail,74.0,49.43,24.57,33.2,8,75,57,media,7,Podría mejorar,0,54.0,0,11.18,1
CrunchMax,cereal,retail,104.42,64.91,39.51,37.84,4,75,68,alta,7,Solo lo compraría en promoción,0,54.0,0,33.56,1
CornCrisp,cereal,marketplace,82.45,48.95,33.5,40.63,5,75,48,media,8,Me encanta el sabor y la textura,1,76.0,1,29.83,1
VitalMix,cereal,marketplace,115.3,69.49,45.81,39.73,10,60,85,media,8,Me identifico con esta marca,1,76.0,1,-5.77,0
KidsStar,cereal,retail,81.67,53.53,28.14,34.46,6,65,73,baja,8,Se siente de buena calidad,1,76.0,1,18.36,1
CrunchMax,cereal,marketplace,106.43,62.01,44.42,41.74,9,65,47,media,6,Es un cereal promedio,0,47.0,0,-17.1,0
FitMorning,cereal,retail,73.41,41.14,32.27,43.96,4,53,48,baja,5,"Está bien, cumple",0,40.0,0,9.45,0
KidsStar,cereal,marketplace,88.66,51.8,36.86,41.57,8,100,60,alta,7,Solo lo compraría en promoción,0,54.0,0,21.31,1
ChocoBoom,cereal,marketplace,100.09,52.19,47.9,47.86,7,83,65,alta,5,Nada extraordinario,0,40.0,0,12.91,1
GoldenGrain,cereal,retail,127.69,68.21,59.48,46.58,7,56,46,media,4,No me convence el producto,-1,18.0,0,-3.3,0
CerealNova,cereal,retail,68.37,46.6,21.77,31.84,6,87,48,media,6,Nada extraordinario,0,47.0,0,19.97,1
FiberPlus,cereal,retail,98.89,61.7,37.19,37.61,9,49,71,media,6,"Está bien, cumple",0,47.0,0,-14.55,0
HoneyOats,cereal,retail,90.07,41.14,48.93,54.32,7,80,74,media,6,Nada extraordinario,0,47.0,0,11.69,1
CornCrisp,cereal,marketplace,56.09,34.63,21.46,38.26,6,79,38,media,5,Nada extraordinario,0,40.0,0,18.62,1
FitMorning,cereal,retail,97.62,66.26,31.36,32.12,8,59,45,alta,5,"Está bien, cumple",0,40.0,0,0.35,0
ChocoBoom,cereal,retail,83.14,45.72,37.42,45.01,6,73,74,alta,8,Me identifico con esta marca,1,76.0,1,31.03,1
ChocoBoom,cereal,retail,64.37,29.62,34.75,53.98,10,66,55,media,7,Nada extraordinario,0,54.0,0,-14.12,0
CornCrisp,cereal,marketplace,108.66,67.11,41.55,38.24,9,60,51,alta,7,Podría mejorar,0,54.0,0,3.82,0
HoneyOats,cereal,marketplace,42.39,25.03,17.36,40.95,8,75,54,alta,7,Solo lo compraría en promoción,0,54.0,0,15.7,1
HoneyOats,cereal,retail,76.81,42.65,34.16,44.47,5,71,46,media,7,Nada extraordinario,0,54.0,0,22.76,1
GoldenGrain,cereal,retail,138.72,82.74,55.98,40.35,9,56,68,media,6,Solo lo compraría en promoción,0,47.0,0,-8.8,0
ChocoBoom,cereal,marketplace,122.69,85.29,37.4,30.48,9,80,73,alta,6,Podría mejorar,0,47.0,0,-5.25,0
VitalMix,cereal,marketplace,150.79,76.72,74.07,49.12,7,46,63,media,4,No conecté con la marca,-1,18.0,0,-2.41,0
VitalMix,cereal,retail,92.17,50.17,42.0,45.57,5,63,48,media,8,Me identifico con esta marca,1,76.0,1,23.34,1
FitMorning,cereal,marketplace,105.91,76.85,29.06,27.44,7,66,57,alta,7,Podría mejorar,0,54.0,0,4.88,0
FiberPlus,cereal,retail,77.01,41.05,35.96,46.7,6,88,92,media,9,Me encanta el sabor y la textura,1,83.0,1,38.06,1
FitMorning,cereal,retail,141.43,80.73,60.7,42.92,5,56,72,media,8,Me identifico con esta marca,1,76.0,1,16.4,1
KidsStar,cereal,retail,89.71,42.46,47.25,52.67,10,91,53,media,7,Nada extraordinario,0,54.0,0,0.75,0
KidsStar,cereal,marketplace,119.05,76.43,42.62,35.8,7,89,67,media,7,"Está bien, cumple",0,54.0,0,8.3,0
KidsStar,cereal,retail,96.4,49.97,46.43,48.16,8,82,69,media,8,Me encanta el sabor y la textura,1,76.0,1,10.76,1
FitMorning,cereal,retail,135.74,92.65,43.09,31.74,8,57,68,media,6,Solo lo compraría en promoción,0,47.0,0,-5.07,0
FiberPlus,cereal,retail,84.08,46.99,37.09,44.11,8,76,64,media,5,"Está bien, cumple",0,40.0,0,-2.93,0
CrunchMax,cereal,retail,103.89,53.82,50.07,48.2,8,79,56,alta,6,Solo lo compraría en promoción,0,47.0,0,4.37,0
CornCrisp,cereal,retail,95.92,49.58,46.34,48.31,5,57,52,media,5,"Está bien, cumple",0,40.0,0,11.51,1
CrunchMax,cereal,marketplace,74.12,51.5,22.62,30.52,9,84,59,media,5,Es un cereal promedio,0,40.0,0,0.08,0
FitMorning,cereal,retail,106.83,64.9,41.93,39.25,10,55,59,baja,7,Es un cereal promedio,0,54.0,0,-16.65,0
HoneyOats,cereal,retail,62.44,34.04,28.4,45.48,9,100,54,alta,6,"Está bien, cumple",0,47.0,0,4.29,0
FiberPlus,cereal,marketplace,119.26,76.78,42.48,35.62,8,60,64,media,6,Es un cereal promedio,0,47.0,0,-8.23,0
CornCrisp,cereal,marketplace,65.68,34.94,30.74,46.8,8,75,59,media,7,"Está bien, cumple",0,54.0,0,16.86,1
CrunchMax,cereal,retail,95.37,46.4,48.97,51.35,7,86,55,media,7,Es un cereal promedio,0,54.0,0,19.79,1
VitalMix,cereal,marketplace,87.25,42.41,44.84,51.39,7,69,46,media,4,No me gustó el sabor,-1,18.0,0,0.69,0
KidsStar,cereal,retail,77.92,47.86,30.06,38.58,6,87,44,alta,5,Es un cereal promedio,0,40.0,0,26.5,1
CrunchMax,cereal,retail,99.76,64.37,35.39,35.48,8,71,51,alta,6,Podría mejorar,0,47.0,0,6.86,0
HoneyOats,cereal,retail,115.88,70.78,45.1,38.92,8,59,56,alta,5,Es un cereal promedio,0,40.0,0,-8.95,0
CerealNova,cereal,retail,82.06,51.49,30.57,37.25,8,71,58,media,7,"Está bien, cumple",0,54.0,0,5.2,0
FiberPlus,cereal,retail,104.38,55.67,48.71,46.67,9,66,58,alta,6,Podría mejorar,0,47.0,0,-4.04,0
HoneyOats,cereal,retail,70.91,36.35,34.56,48.74,6,78,57,media,7,Solo lo compraría en promoción,0,54.0,0,18.66,1
CerealNova,cereal,retail,76.2,43.74,32.46,42.6,7,69,51,media,6,Es un cereal promedio,0,47.0,0,11.11,1
ChocoBoom,cereal,marketplace,121.8,87.99,33.81,27.76,8,74,57,alta,6,Podría mejorar,0,47.0,0,4.8,0
FitMorning,cereal,marketplace,144.44,78.47,65.97,45.67,8,55,50,baja,6,Nada extraordinario,0,47.0,0,-6.84,0
FiberPlus,cereal,retail,100.22,51.22,49.0,48.89,7,74,55,alta,5,Nada extraordinario,0,40.0,0,12.82,1
KidsStar,cereal,retail,88.57,57.47,31.1,35.11,6,77,64,alta,7,Es un cereal promedio,0,54.0,0,27.5,1
FitMorning,cereal,retail,107.12,60.14,46.98,43.86,8,62,61,alta,8,Me gusta mucho esta marca,1,76.0,1,10.65,0
ChocoBoom,cereal,marketplace,61.12,29.71,31.41,51.39,5,74,63,media,5,Solo lo compraría en promoción,0,40.0,0,26.84,1
FiberPlus,cereal,retail,126.03,87.05,38.98,30.93,4,70,73,alta,9,Me identifico con esta marca,1,83.0,1,38.93,1
ChocoBoom,cereal,retail,86.68,40.36,46.32,53.44,5,87,52,alta,9,Se siente de buena calidad,1,83.0,1,31.21,1
VitalMix,cereal,retail,130.93,89.8,41.13,31.41,8,54,75,media,5,Es un cereal promedio,0,40.0,0,-2.28,0
KidsStar,cereal,retail,68.84,37.08,31.76,46.14,5,93,53,media,8,Me identifico con esta marca,1,76.0,1,30.46,1
FiberPlus,cereal,marketplace,87.63,46.17,41.46,47.31,10,70,73,alta,7,Nada extraordinario,0,54.0,0,1.0,0
KidsStar,cereal,retail,35.0,22.22,12.78,36.51,7,96,53,alta,7,Nada extraordinario,0,54.0,0,18.72,1
FiberPlus,cereal,retail,138.96,79.21,59.75,43.0,4,45,76,media,6,Nada extraordinario,0,47.0,0,18.14,1
CornCrisp,cereal,marketplace,97.61,70.35,27.26,27.93,7,67,60,media,6,Solo lo compraría en promoción,0,47.0,0,4.8,0
CrunchMax,cereal,marketplace,77.11,50.41,26.7,34.63,8,70,59,alta,7,Es un cereal promedio,0,54.0,0,11.89,1
CrunchMax,cereal,retail,99.18,60.78,38.4,38.72,9,62,59,media,7,Nada extraordinario,0,54.0,0,-16.38,0
GoldenGrain,cereal,retail,104.5,55.98,48.52,46.43,7,53,44,baja,5,"Está bien, cumple",0,40.0,0,-16.7,0
CerealNova,cereal,retail,102.89,49.87,53.02,51.53,6,62,53,baja,5,Solo lo compraría en promoción,0,40.0,0,-1.29,0
HoneyOats,cereal,retail,88.18,47.98,40.2,45.59,8,66,46,media,7,"Está bien, cumple",0,54.0,0,-9.16,0
ChocoBoom,cereal,marketplace,87.61,54.92,32.69,37.31,6,78,67,media,8,Excelente relación calidad-precio,1,76.0,1,19.67,1
KidsStar,cereal,marketplace,84.17,50.41,33.76,40.11,6,60,71,baja,7,"Está bien, cumple",0,54.0,0,15.99,1
HoneyOats,cereal,retail,86.91,56.97,29.94,34.45,7,65,52,baja,6,Nada extraordinario,0,47.0,0,-17.66,0
HoneyOats,cereal,retail,76.89,46.86,30.03,39.06,3,78,72,media,6,Es un cereal promedio,0,47.0,0,41.59,1
FitMorning,cereal,retail,110.82,57.79,53.03,47.85,5,56,70,media,7,Solo lo compraría en promoción,0,54.0,0,14.21,1
KidsStar,cereal,marketplace,103.25,69.09,34.16,33.08,4,76,65,alta,7,Podría mejorar,0,54.0,0,32.72,1
KidsStar,cereal,marketplace,85.8,54.0,31.8,37.06,8,70,63,media,7,Solo lo compraría en promoción,0,54.0,0,4.38,0
GoldenGrain,cereal,retail,100.58,52.56,48.02,47.74,6,64,66,baja,7,Nada extraordinario,0,54.0,0,18.12,1
FitMorning,cereal,retail,96.66,53.73,42.93,44.41,6,69,72,alta,8,Me identifico con esta marca,1,76.0,1,24.47,1
CornCrisp,cereal,retail,80.16,51.13,29.03,36.22,8,83,58,media,6,Es un cereal promedio,0,47.0,0,8.21,0
CerealNova,cereal,retail,52.35,24.02,28.33,54.12,9,77,76,media,9,Me identifico con esta marca,1,83.0,1,15.5,1
CrunchMax,cereal,retail,83.09,46.28,36.81,44.3,6,66,45,media,6,Nada extraordinario,0,47.0,0,4.51,0
ChocoBoom,cereal,marketplace,80.02,49.35,30.67,38.33,9,79,83,media,10,Excelente relación calidad-precio,1,90.0,1,8.76,0
CornCrisp,cereal,retail,55.41,31.73,23.68,42.74,7,96,70,media,6,"Está bien, cumple",0,47.0,0,13.8,1
CrunchMax,cereal,marketplace,76.48,49.14,27.34,35.75,7,75,47,alta,6,Solo lo compraría en promoción,0,47.0,0,15.78,1
HoneyOats,cereal,retail,79.97,37.87,42.1,52.64,10,85,49,alta,7,Podría mejorar,0,54.0,0,7.29,0
CrunchMax,cereal,retail,86.71,57.78,28.93,33.36,7,83,69,alta,4,No conecté con la marca,-1,18.0,0,14.34,1
KidsStar,cereal,retail,112.92,68.19,44.73,39.61,7,69,55,alta,4,Se me hizo caro,-1,18.0,0,-2.89,0
GoldenGrain,cereal,marketplace,137.1,68.52,68.58,50.02,9,61,37,alta,5,Podría mejorar,0,40.0,0,-14.74,0
FiberPlus,cereal,retail,101.79,46.84,54.95,53.98,6,76,57,alta,4,No me gustó el sabor,-1,18.0,0,13.83,1
FitMorning,cereal,retail,104.33,48.76,55.57,53.26,6,72,94,media,8,Me identifico con esta marca,1,76.0,1,31.42,1
CornCrisp,cereal,marketplace,64.87,47.2,17.67,27.24,6,80,64,alta,6,Podría mejorar,0,47.0,0,24.33,1
KidsStar,cereal,retail,91.32,62.16,29.16,31.93,8,65,64,media,9,Me identifico con esta marca,1,83.0,1,17.05,1
HoneyOats,cereal,retail,72.99,43.91,29.08,39.84,6,64,72,media,10,Me gusta mucho esta marca,1,90.0,1,22.82,1
KidsStar,cereal,retail,82.32,44.68,37.64,45.72,2,79,80,media,8,Me encanta el sabor y la textura,1,76.0,1,52.98,1
GoldenGrain,cereal,retail,105.88,63.23,42.65,40.28,6,65,71,baja,5,Nada extraordinario,0,40.0,0,8.09,0
HoneyOats,cereal,retail,44.85,22.12,22.73,50.68,7,78,31,media,7,"Está bien, cumple",0,54.0,0,14.76,1
VitalMix,cereal,retail,81.21,52.31,28.9,35.59,6,78,60,alta,9,Me gusta mucho esta marca,1,83.0,1,30.29,1
FiberPlus,cereal,marketplace,106.35,55.44,50.91,47.87,6,60,55,media,7,"Está bien, cumple",0,54.0,0,13.01,1
GoldenGrain,cereal,retail,126.64,77.01,49.63,39.19,8,53,82,media,8,Me encanta el sabor y la textura,1,76.0,1,12.31,1
HoneyOats,cereal,retail,82.78,38.27,44.51,53.77,6,58,47,baja,4,No me convence el producto,-1,18.0,0,-6.93,0
CerealNova,cereal,retail,83.23,41.98,41.25,49.56,9,68,54,media,7,"Está bien, cumple",0,54.0,0,7.42,0
FiberPlus,cereal,retail,157.41,95.11,62.3,39.58,5,39,51,media,3,No me convence el producto,-1,11.0,0,-10.37,0
FiberPlus,cereal,retail,87.07,53.98,33.09,38.0,4,63,72,baja,6,Podría mejorar,0,47.0,0,24.41,1
FitMorning,cereal,marketplace,117.53,80.14,37.39,31.81,7,74,74,alta,6,Solo lo compraría en promoción,0,47.0,0,8.2,0
CerealNova,cereal,retail,63.93,35.49,28.44,44.49,10,84,39,media,5,Solo lo compraría en promoción,0,40.0,0,-16.26,0
ChocoBoom,cereal,retail,94.89,47.27,47.62,50.18,8,74,70,alta,8,Me encanta el sabor y la textura,1,76.0,1,8.74,0
FitMorning,cereal,marketplace,94.98,67.6,27.38,28.83,8,68,65,alta,6,Nada extraordinario,0,47.0,0,4.78,0
